State,Year,Month,Month_Num,Date,Month_Total,Group,Category,Total,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-Educational Institution Bus,71,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-Ambulance,29,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-Cash Van,4,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-Articulated Vehicle,27,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-Omni Bus,3,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-Excavator (Commercial),5,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-Trailer (Commercial),648,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-Motor Cycle/Scooter-Used For Hire,7,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-e-Rickshaw with Cart (G),1,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Transport
9,015",-e-Rickshaw(P),2,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Non Transport
89,631",-M-Cycle/Scooter-With Side Car,8,
Andhra Pradesh(84),2023,DEC,12,2023-12-01,77063,"Non Transport
89,631",-Moped,1424,
Andhra Pradesh(84),2024,2024,,,911808,"Transport
89,871",-Construction Equipment Vehicle (Commercial),11,
Andhra Pradesh(84),2024,2024,,,911808,"Transport
89,871",-Three Wheeler (Passenger),31972,
Andhra Pradesh(84),2024,2024,,,911808,"Transport
89,871",-Three Wheeler (Goods),7553,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Construction Equipment Vehicle (Commercial),11,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Three Wheeler (Passenger),31972,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Three Wheeler (Goods),7553,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Goods Carrier,24115,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Tractor (Commercial),6638,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Mobile Clinic,2,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Library Van,1,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Private Service Vehicle,92,
Andhra Pradesh(84),2024,JAN,1,2024-01-01,70558,"Transport
89,871",-Maxi Cab,992,
